AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,"47,160",1.4,,,,,46.33,"96,370",0.6,29.93,36.21,44.06,54.91,65.70,"62,250","75,320","91,640","114,220","136,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,"64,390",1.3,,,,,48.49,"100,850",0.7,27.04,31.35,40.15,58.88,81.36,"56,250","65,210","83,510","122,460","169,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,"64,390",1.3,,,,,48.49,"100,850",0.7,27.04,31.35,40.15,58.88,81.36,"56,250","65,210","83,510","122,460","169,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2050,Financial Analysts and Advisors,broad,"798,050",0.8,,,,,61.39,"127,690",0.9,28.59,36.87,49.08,68.37,102.23,"59,470","76,700","102,090","142,210","212,650",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2051,Financial and Investment Analysts,detailed,"361,980",2.3,,,,,56.15,"116,800",0.7,30.64,38.12,49.40,64.11,86.95,"63,720","79,290","102,740","133,340","180,860",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,"266,800",2.0,,,,,75.32,"156,670",1.6,24.13,34.83,50.51,84.99,171.65,"50,190","72,440","105,070","176,790","357,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,"105,420",2.0,,,,,45.05,"93,700",0.7,26.70,31.07,39.12,53.07,69.79,"55,530","64,620","81,370","110,390","145,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2054,Financial Risk Specialists,detailed,"63,850",1.9,,,,,59.82,"124,420",0.6,31.17,40.37,56.41,76.08,94.29,"64,820","83,980","117,330","158,250","196,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2060,Financial Examiners,broad,"67,830",1.5,,,,,51.08,"106,240",0.6,27.04,33.97,45.27,62.31,83.75,"56,230","70,660","94,160","129,600","174,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,"67,830",1.5,,,,,51.08,"106,240",0.6,27.04,33.97,45.27,62.31,83.75,"56,230","70,660","94,160","129,600","174,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2070,Credit Counselors and Loan Officers,broad,"302,100",1.0,,,,,40.86,"84,980",0.6,18.85,24.42,35.55,49.10,69.69,"39,200","50,800","73,940","102,140","144,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,"27,770",2.5,,,,,27.51,"57,210",0.8,18.44,21.98,25.11,30.81,38.67,"38,350","45,720","52,230","64,080","80,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,"274,330",1.1,,,,,42.21,"87,790",0.6,18.96,25.35,36.87,50.04,73.65,"39,430","52,730","76,690","104,080","153,180",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,"133,090",2.5,,,,,31.26,"65,010",0.7,17.36,21.19,28.30,37.86,49.70,"36,120","44,070","58,860","78,740","103,380",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"56,610",0.9,,,,,33.91,"70,520",0.3,20.19,23.77,29.98,40.09,55.07,"42,000","49,450","62,370","83,390","114,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,"76,480",4.3,,,,,29.30,"60,930",1.4,16.23,18.71,26.40,36.68,47.72,"33,760","38,910","54,920","76,300","99,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2090,Miscellaneous Financial Specialists,broad,"132,130",1.8,,,,,45.10,"93,810",0.7,23.30,29.47,38.99,53.08,72.83,"48,460","61,290","81,100","110,410","151,490",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2099,"Financial Specialists, All Other",detailed,"132,130",1.8,,,,,45.10,"93,810",0.7,23.30,29.47,38.99,53.08,72.83,"48,460","61,290","81,100","110,410","151,490",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"5,260,110",0.3,,,,,57.73,"120,080",0.3,27.98,37.89,52.54,74.92,92.05,"58,200","78,820","109,280","155,830","191,450",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1200,Computer Occupations,minor,"4,827,720",0.3,,,,,57.74,"120,100",0.3,27.72,37.81,52.63,75.14,92.46,"57,660","78,640","109,470","156,280","192,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1210,Computer and Information Analysts,broad,"710,180",0.9,,,,,57.41,"119,420",0.4,33.09,40.97,52.81,67.41,82.91,"68,830","85,210","109,840","140,200","172,450",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"519,530",1.0,,,,,55.10,"114,610",0.4,32.37,39.84,50.89,64.48,80.63,"67,340","82,860","105,850","134,110","167,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,"190,650",2.0,,,,,63.71,"132,510",0.6,36.10,47.03,62.11,78.61,96.08,"75,090","97,810","129,180","163,500","199,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1220,Computer and Information Research Scientists,broad,"37,200",2.6,,,,,74.00,"153,930",1.0,39.52,49.79,67.45,90.72,110.88,"82,200","103,570","140,300","188,700","230,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,"37,200",2.6,,,,,74.00,"153,930",1.0,39.52,49.79,67.45,90.72,110.88,"82,200","103,570","140,300","188,700","230,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1230,Computer Support Specialists,broad,"863,380",0.8,,,,,33.55,"69,790",0.3,20.14,23.94,30.24,38.94,49.90,"41,880","49,800","62,890","80,990","103,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,"146,190",2.0,,,,,39.36,"81,870",1.2,22.65,28.00,36.64,47.48,61.43,"47,120","58,240","76,220","98,750","127,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"717,190",0.8,,,,,32.37,"67,330",0.3,19.70,23.56,29.74,38.00,48.34,"40,980","49,000","61,860","79,040","100,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1240,Database and Network Administrators and Architects,broad,"631,200",0.7,,,,,57.19,"118,950",0.3,31.97,40.32,53.26,69.44,83.75,"66,490","83,860","110,770","144,440","174,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,"179,740",1.7,,,,,67.11,"139,580",0.6,38.42,50.30,64.45,80.86,97.44,"79,900","104,620","134,050","168,200","202,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,"69,990",1.7,,,,,52.93,"110,090",0.5,28.96,38.28,50.30,65.13,78.52,"60,230","79,610","104,620","135,460","163,320",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1243,Database Architects,detailed,"67,140",2.9,,,,,69.44,"144,440",1.0,41.46,52.58,67.07,81.39,98.08,"86,240","109,370","139,500","169,290","204,000",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"314,340",1.0,,,,,49.85,"103,680",0.6,30.11,37.51,47.66,60.89,74.55,"62,640","78,010","99,130","126,640","155,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1250,"Software and Web Developers, Programmers, and Testers",broad,"2,150,380",0.5,,,,,67.24,"139,850",0.4,36.69,48.45,63.53,81.12,101.87,"76,320","100,780","132,150","168,730","211,890",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,"92,230",2.5,,,,,50.56,"105,170",1.0,27.74,36.47,48.26,62.83,77.15,"57,710","75,850","100,390","130,680","160,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,"1,687,890",0.6,,,,,71.20,"148,100",0.4,39.64,50.58,65.38,82.68,103.21,"82,460","105,210","135,980","171,980","214,670",,
