AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,"9,100,570",0.2,,,,,32.47,"67,540",0.3,15.86,21.11,29.12,38.21,50.59,"32,990","43,900","60,570","79,470","105,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,"1,370,560",0.2,,,,,*,"103,470",0.3,*,*,*,*,*,"48,230","62,500","82,250","125,700","177,070",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,"82,150",0.7,,,,,*,"114,720",0.4,*,*,*,*,*,"47,180","64,150","99,080","141,710","209,470",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,"82,150",0.7,,,,,*,"114,720",0.4,*,*,*,*,*,"47,180","64,150","99,080","141,710","209,470",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"83,150",0.4,,,,,*,"97,040",0.3,*,*,*,*,*,"49,320","62,940","83,070","122,940","162,940",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,"35,480",0.7,,,,,*,"104,420",0.3,*,*,*,*,*,"49,460","66,600","96,980","131,320","170,200",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"47,670",0.3,,,,,*,"91,550",0.3,*,*,*,*,*,"49,180","61,690","79,940","105,000","139,340",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"47,970",0.5,,,,,*,"120,790",0.3,*,*,*,*,*,"61,140","80,310","106,500","138,920","205,040",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,"7,700",0.8,,,,,*,"101,250",0.4,*,*,*,*,*,"58,430","74,970","96,870","128,510","159,030",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,"40,270",0.5,,,,,*,"124,520",0.3,*,*,*,*,*,"61,550","81,570","109,270","150,860","210,370",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,"60,630",0.6,,,,,*,"102,710",0.4,*,*,*,*,*,"52,070","64,740","86,480","126,790","169,240",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,920",2.3,,,,,*,"102,050",0.7,*,*,*,*,*,"50,870","66,410","98,700","126,850","163,150",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"50,190",0.4,,,,,*,"102,840",0.3,*,*,*,*,*,"52,150","64,350","84,620","126,770","169,900",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,520",6.5,,,,,*,"102,450",1.5,*,*,*,*,*,"50,100","77,440","101,420","126,930","148,920",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"49,660",0.3,,,,,*,"108,800",0.3,*,*,*,*,*,"58,810","73,050","98,450","130,310","176,190",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"9,900",0.9,,,,,*,"116,020",0.3,*,*,*,*,*,"59,700","77,260","103,170","135,510","203,190",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"19,980",0.3,,,,,*,"105,210",0.3,*,*,*,*,*,"57,870","68,530","93,250","127,280","172,110",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"6,690",1.1,,,,,*,"103,610",0.3,*,*,*,*,*,"57,780","69,880","94,980","126,900","164,190",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"13,090",0.4,,,,,*,"111,460",0.3,*,*,*,*,*,"60,200","74,050","100,310","132,650","177,850",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,"118,350",0.6,,,,,*,"101,080",0.3,*,*,*,*,*,"49,920","64,350","84,720","123,620","169,420",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,240",0.4,,,,,*,"106,880",0.3,*,*,*,*,*,"57,840","75,200","99,650","128,750","171,310",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"11,300",0.6,,,,,*,"98,330",0.3,*,*,*,*,*,"52,070","65,660","85,020","110,710","160,420",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,"11,560",0.4,,,,,*,"138,850",0.3,*,*,*,*,*,"64,060","86,840","123,920","168,770","224,200",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,"3,330",0.4,,,,,*,"102,350",0.3,*,*,*,*,*,"52,550","74,690","97,590","123,900","165,460",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"16,970",0.9,,,,,*,"108,100",0.5,*,*,*,*,*,"56,450","73,260","98,070","129,130","174,660",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"41,530",1.3,,,,,*,"93,860",0.4,*,*,*,*,*,"49,050","63,400","80,340","105,920","153,600",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"11,850",0.9,,,,,*,"96,980",0.4,*,*,*,*,*,"49,930","64,990","84,290","110,650","160,140",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,580",1.0,,,,,*,"88,390",0.4,*,*,*,*,*,"40,670","55,910","72,990","102,990","164,420",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,"299,230",0.6,,,,,*,"131,640",0.4,*,*,*,*,*,"52,490","67,640","99,830","165,310","295,480",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"221,270",0.6,,,,,*,"147,570",0.4,*,*,*,*,*,"59,270","75,690","107,310","210,370","322,020",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"77,960",1.3,,,,,*,"86,410",0.4,*,*,*,*,*,"48,800","63,510","80,250","101,090","129,500",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"64,460",0.7,,,,,*,"79,840",0.4,*,*,*,*,*,"40,180","55,740","75,640","97,840","126,900",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"60,830",0.7,,,,,*,"79,350",0.4,*,*,*,*,*,"39,530","53,770","75,350","97,590","126,860",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,"3,630",1.0,,,,,*,"88,110",0.4,*,*,*,*,*,"57,200","64,080","80,340","100,910","129,120",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"45,820",1.0,,,,,*,"111,610",0.5,*,*,*,*,*,"49,870","66,040","89,270","133,460","208,120",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"13,150",1.1,,,,,*,"87,550",0.6,*,*,*,*,*,"45,000","60,020","76,590","100,870","140,240",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"20,060",1.9,,,,,*,"144,770",0.7,*,*,*,*,*,"64,250","88,700","128,500","176,490","287,900",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,"12,610",1.0,,,,,*,"83,940",0.6,*,*,*,*,*,"48,200","61,170","77,570","100,400","126,790",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"239,780",0.4,,,,,*,"92,420",0.3,*,*,*,*,*,"48,000","61,640","79,150","103,830","152,630",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"93,560",0.6,,,,,*,"94,700",0.4,*,*,*,*,*,"47,570","61,620","78,620","103,850","163,350",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,"29,420",0.5,,,,,*,"90,010",0.4,*,*,*,*,*,"47,590","61,250","78,580","102,450","143,720",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"57,720",0.4,,,,,*,"89,580",0.3,*,*,*,*,*,"48,270","60,900","78,760","103,130","137,250",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"19,830",0.5,,,,,*,"89,990",0.4,*,*,*,*,*,"49,060","62,510","79,350","102,730","136,050",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,"18,790",0.4,,,,,*,"96,580",0.3,*,*,*,*,*,"48,410","63,920","83,820","112,090","162,160",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"20,460",2.1,,,,,*,"92,040",0.9,*,*,*,*,*,"49,140","62,600","80,260","104,770","139,580",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,"279,350",0.6,,,,,*,"82,770",0.3,*,*,*,*,*,"43,490","54,960","72,830","99,300","134,660",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,770",1.4,,,,,*,"81,940",0.7,*,*,*,*,*,"47,830","57,410","75,870","99,320","130,790",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"12,630",0.7,,,,,*,"86,620",0.3,*,*,*,*,*,"44,900","59,990","77,270","101,450","134,890",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"114,110",1.2,,,,,34.64,"72,060",0.6,20.17,24.19,30.68,39.60,52.22,"41,960","50,320","63,820","82,360","108,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,"149,840",0.7,,,,,*,"90,630",0.3,*,*,*,*,*,"44,300","59,290","77,640","106,770","160,700",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"4,373,040",0.3,,,,,*,"70,410",0.3,*,*,*,*,*,"44,050","51,380","63,250","80,490","103,200",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2010,Preschool and Kindergarten Teachers,broad,"587,650",1.2,,,,,23.03,"47,910",0.5,14.16,17.08,21.05,27.70,36.16,"29,450","35,530","43,780","57,620","75,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,"478,780",1.5,,,,,20.69,"43,030",0.5,13.94,16.60,18.34,22.86,29.52,"28,990","34,530","38,140","47,550","61,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"108,870",1.5,,,,,*,"69,370",0.6,*,*,*,*,*,"46,990","52,180","62,680","79,910","101,830",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2020,Elementary and Middle School Teachers,broad,"2,025,340",0.6,,,,,*,"72,450",0.3,*,*,*,*,*,"48,000","58,070","64,170","81,080","103,620",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,388,390",0.8,,,,,*,"72,650",0.4,*,*,*,*,*,"47,960","57,710","63,970","81,450","104,340",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"620,090",1.7,,,,,*,"72,030",0.6,*,*,*,*,*,"48,080","58,530","64,370","80,490","102,540",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"16,870",3.2,,,,,*,"71,590",1.0,*,*,*,*,*,"49,200","58,690","65,030","79,990","101,890",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,"1,176,620",0.9,,,,,*,"75,970",0.4,*,*,*,*,*,"48,900","60,040","70,930","89,520","106,340",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,065,210",1.0,,,,,*,"76,320",0.4,*,*,*,*,*,"48,780","59,980","72,040","92,570","107,600",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"111,420",1.9,,,,,*,"72,680",0.5,*,*,*,*,*,"50,040","60,590","66,270","80,060","101,340",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,"583,430",0.8,,,,,*,"74,730",0.4,*,*,*,*,*,"49,230","59,770","67,170","83,980","105,020",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,"29,510",5.9,,,,,*,"76,380",2.6,*,*,*,*,*,"45,620","52,210","64,830","91,660","130,040",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"260,870",1.2,,,,,*,"72,650",0.5,*,*,*,*,*,"49,350","59,710","65,120","80,280","103,010",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,"95,200",2.2,,,,,*,"73,780",0.7,*,*,*,*,*,"49,420","60,000","66,810","82,800","102,510",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,"163,930",1.4,,,,,*,"77,260",0.5,*,*,*,*,*,"49,800","60,180","74,260","93,730","109,100",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,"33,930",7.8,,,,,*,"79,750",3.3,*,*,*,*,*,"48,440","60,930","76,580","99,690","120,080",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3000,Other Teachers and Instructors,minor,"1,183,050",0.8,,,,,25.12,"52,250",0.5,14.21,17.22,21.99,29.33,39.20,"29,550","35,820","45,730","61,010","81,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"37,310",2.5,,,,,31.66,"65,860",0.6,20.10,23.61,29.59,37.35,47.13,"41,810","49,100","61,540","77,690","98,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"37,310",2.5,,,,,31.66,"65,860",0.6,20.10,23.61,29.59,37.35,47.13,"41,810","49,100","61,540","77,690","98,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,"332,110",1.3,,,,,26.32,"54,740",0.8,14.45,17.49,22.50,30.39,44.63,"30,050","36,380","46,800","63,210","92,840",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,"332,110",1.3,,,,,26.32,"54,740",0.8,14.45,17.49,22.50,30.39,44.63,"30,050","36,380","46,800","63,210","92,840",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3030,"Substitute Teachers, Short-Term",broad,"524,770",1.5,,,,,22.32,"46,420",0.8,13.73,16.43,20.03,26.39,31.63,"28,560","34,170","41,670","54,890","65,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,"524,770",1.5,,,,,22.32,"46,420",0.8,13.73,16.43,20.03,26.39,31.63,"28,560","34,170","41,670","54,890","65,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3040,Tutors,broad,"175,070",1.8,,,,,23.10,"48,050",0.8,14.15,16.83,20.84,26.38,36.53,"29,430","35,000","43,350","54,860","75,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,"175,070",1.8,,,,,23.10,"48,050",0.8,14.15,16.83,20.84,26.38,36.53,"29,430","35,000","43,350","54,860","75,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3090,Miscellaneous Teachers and Instructors,broad,"113,790",2.8,,,,,*,"73,880",1.1,*,*,*,*,*,"37,010","48,490","66,140","95,890","118,020",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,"113,790",2.8,,,,,*,"73,880",1.1,*,*,*,*,*,"37,010","48,490","66,140","95,890","118,020",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4000,"Librarians, Curators, and Archivists",minor,"234,910",0.8,,,,,30.72,"63,900",0.4,16.94,21.87,29.07,37.50,47.98,"35,240","45,480","60,470","78,000","99,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4010,"Archivists, Curators, and Museum Technicians",broad,"32,430",2.6,,,,,31.71,"65,960",0.5,17.81,22.35,29.00,37.72,48.75,"37,030","46,490","60,330","78,450","101,400",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,"7,970",3.5,,,,,33.96,"70,640",1.1,19.22,24.37,31.03,39.92,53.15,"39,970","50,680","64,550","83,020","110,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,"12,150",2.4,,,,,34.40,"71,560",0.7,19.46,23.49,30.49,39.94,51.51,"40,470","48,870","63,420","83,080","107,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,"12,310",4.7,,,,,27.60,"57,410",0.9,16.24,19.73,24.73,32.52,42.08,"33,780","41,050","51,440","67,640","87,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4020,Librarians and Media Collections Specialists,broad,"133,790",0.9,,,,,35.02,"72,840",0.4,20.99,27.07,32.82,40.62,50.00,"43,660","56,310","68,270","84,480","103,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,"133,790",0.9,,,,,35.02,"72,840",0.4,20.99,27.07,32.82,40.62,50.00,"43,660","56,310","68,270","84,480","103,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,"68,690",1.3,,,,,21.88,"45,500",0.5,14.09,17.18,21.43,25.21,30.33,"29,300","35,740","44,580","52,430","63,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,"68,690",1.3,,,,,21.88,"45,500",0.5,14.09,17.18,21.43,25.21,30.33,"29,300","35,740","44,580","52,430","63,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9000,Other Educational Instruction and Library Occupations,minor,"1,939,010",0.4,,,,,*,"45,460",0.3,*,*,*,*,*,"27,920","32,240","38,230","49,430","73,200",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9020,Farm and Home Management Educators,broad,"8,220",5.9,,,,,29.35,"61,060",1.2,18.10,22.59,28.95,35.16,40.89,"37,650","46,990","60,220","73,130","85,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,"8,220",5.9,,,,,29.35,"61,060",1.2,18.10,22.59,28.95,35.16,40.89,"37,650","46,990","60,220","73,130","85,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,"227,760",0.8,,,,,38.90,"80,920",0.3,23.07,29.22,37.23,47.51,58.49,"47,980","60,780","77,440","98,820","121,670",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,"227,760",0.8,,,,,38.90,"80,920",0.3,23.07,29.22,37.23,47.51,58.49,"47,980","60,780","77,440","98,820","121,670",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9040,Teaching Assistants,broad,"1,584,440",0.5,,,,,*,"39,260",0.3,*,*,*,*,*,"27,360","31,200","37,010","46,000","55,520",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,"164,090",0.3,,,,,*,"47,670",0.4,*,*,*,*,*,"28,600","35,270","42,910","60,510","76,420",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,420,350",0.6,,,,,*,"38,290",0.3,*,*,*,*,*,"27,150","31,060","36,780","45,360","50,040",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"118,590",1.4,,,,,28.39,"59,060",1.4,12.11,17.33,24.47,35.54,47.47,"25,180","36,050","50,890","73,920","98,740",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"118,590",1.4,,,,,28.39,"59,060",1.4,12.11,17.33,24.47,35.54,47.47,"25,180","36,050","50,890","73,920","98,740",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,046,290",0.5,,,,,38.36,"79,790",1.2,16.68,21.50,30.17,45.45,64.85,"34,700","44,720","62,750","94,530","134,900",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1000,Art and Design Workers,minor,"645,970",0.8,,,,,33.80,"70,300",1.0,16.60,19.72,28.00,39.90,59.66,"34,530","41,010","58,240","82,990","124,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1010,Artists and Related Workers,broad,"95,780",3.0,,,,,53.86,"112,040",1.3,21.80,32.32,47.96,67.38,92.87,"45,340","67,230","99,760","140,150","193,170",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,"53,070",4.2,,,,,62.23,"129,440",2.0,31.20,39.65,55.22,78.19,102.43,"64,900","82,480","114,850","162,640","213,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,"4,580",8.3,,,,,23.91,"49,740",2.1,12.48,16.84,22.15,28.00,34.61,"25,960","35,020","46,080","58,240","71,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"11,220",7.4,,,,,35.17,"73,150",3.8,15.21,18.06,26.68,40.00,69.33,"31,630","37,560","55,490","83,200","144,210",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,"19,970",5.9,,,,,54.27,"112,870",1.7,28.17,36.29,49.06,66.89,85.15,"58,600","75,490","102,030","139,130","177,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,"6,930",8.3,,,,,38.72,"80,530",3.9,17.59,20.20,34.25,55.36,65.70,"36,580","42,010","71,240","115,150","136,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1020,Designers,broad,"550,190",0.8,,,,,30.31,"63,040",1.0,16.33,18.98,25.52,37.14,49.34,"33,970","39,480","53,080","77,240","102,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,"33,490",3.3,,,,,44.84,"93,260",1.8,25.70,31.95,40.34,52.43,67.20,"53,460","66,450","83,910","109,050","139,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,"21,450",7.5,,,,,43.86,"91,230",12.4,18.99,24.97,38.92,51.19,70.61,"39,490","51,940","80,960","106,470","146,870",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,"40,590",1.7,,,,,19.00,"39,520",1.1,13.75,15.78,17.96,21.97,24.52,"28,600","32,810","37,360","45,700","51,000",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,"197,830",2.4,,,,,33.92,"70,560",1.3,19.00,23.58,30.27,39.34,50.44,"39,520","49,040","62,960","81,830","104,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,"71,500",2.0,,,,,35.84,"74,540",1.5,19.91,24.92,32.31,41.22,54.87,"41,420","51,840","67,190","85,740","114,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,"165,220",1.9,,,,,20.59,"42,830",0.9,14.79,16.89,18.94,22.70,28.06,"30,760","35,130","39,390","47,220","58,370",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,"10,630",6.5,,,,,39.98,"83,160",2.8,20.07,25.40,36.17,50.01,65.10,"41,750","52,830","75,240","104,030","135,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,"9,480",7.9,,,,,38.02,"79,090",2.5,20.69,24.53,31.23,46.09,62.07,"43,030","51,020","64,950","95,860","129,110",,
