month,total_change,unemp_rate,info_change,note
2026-08,162000,4.1,-23000,"BLS Employment Situation (CES establishment survey), preliminary and subject to revision; total nonfarm +162,000, unemployment 4.1%, Information sector -23,000; bls.gov/ces"
